tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
MASTER,ikjBK59pqwAkeQkTDeoZ_yd0MERV5gomIDa2Cqto-BR_6rI,yyuyyyyyyyyyyyyy,67,487,478,False,False,False,False
MASTER,c6YH2mZbv_FTcZ9Nm6LgplEhSYTykgR2A87Em8_n63iauA,123465123,90,433,384,False,False,False,False
MASTER,5vLKQ_MoCo0r0k0WCsMBk8A1-pIG1pq-2AFMzOMOGmWYUYY,석댕22,95,514,489,False,False,True,False
MASTER,sqseJlQXrDIzKV8bjvTw4I4uCneau6CZN7301JVDZTSCMR4,참회함죄송합니다,300,820,717,False,False,True,False
MASTER,LshcaPbSb8qSUA8m68Q5BGc7LkWdtFIMm8umLwV6QEdyIRQ,Pupupupupup,55,132,78,False,False,True,False
MASTER,bmIgoNUEovUFFCjJLom4U-_RmExE087uGoMfTYXxP9HR8eI,HyunJunLee,91,225,183,False,False,False,False
MASTER,4EatJ91YlIlbvytQJca6fBjY825-0XMmy7Eggt86geoM0xQ,Fiona99,17,749,740,False,False,True,False
MASTER,Z0n3YdMY3Zr7p_YTnCvt2T-fG2pCjMMF-UG2wNLIWzg3Tg,Wutaihenda,83,222,212,True,False,False,False
MASTER,IC_n_95B6S-kl0Gf42XVROejDDsQd7GFSrWXJWXoKItSs5Q,황진우,0,158,135,False,False,False,False
MASTER,fGW67er-54SkjlhHDtg_JKP2vJyKzhwQsSaXsKDGrJKpxUc,zhazhaqqq,172,332,292,False,False,False,False
MASTER,jTJ1JW7QqY93Dtg6i4Co57ZUxWF9jco5ilJqDpYIcBdZiwI,Heimish 곰이,180,137,119,False,False,False,False
MASTER,MFF7_rXl2OtR_NUZQgh9525BVdCTMRADRsattpjLQO56Wpc,ahhsahasd,168,230,214,False,False,True,False
